# id:ba235051-0be1-4892-a5d8-ce14ff2f4bb5
# 20190930_13h:27m
# /home/mweigand/.virtualenvs/ccd/bin/ccd_time -f data/frequencies.dat --times data/times.dat -d data/data.dat -o results_no_time --f_lambda 50 --tm_i_lambda 0 --trho0_lambda 0 --plot
#covf
1.761515187452092693e-02 2.688081407371415918e-02 4.323814802383783157e-02 7.122905808219405499e-02 1.157398735524214212e-01 1.798461720811795339e-01 2.659107454694034645e-01 3.815567273667906933e-01 5.318599717251785153e-01 7.012444616234327910e-01 8.727698348513234228e-01 1.000000000000000000e+00 9.864245411526171292e-01 8.576439604094158176e-01 6.863100246152145090e-01 5.003061437524318755e-01 3.461487389580740204e-01 2.395316702164475287e-01 1.670710969111060262e-01 1.187361949669013816e-01
3.389460189371949067e-02 3.545072820770302918e-02 4.732686576003453799e-02 7.577233504976714495e-02 1.275846522274953210e-01 2.040408591032341068e-01 2.964772062272335029e-01 4.015246035128469115e-01 5.330151583570902352e-01 7.081064953650718641e-01 8.994831905289646379e-01 1.000000000000000000e+00 9.682970074528611804e-01 8.652669978793446903e-01 6.999689246376221696e-01 5.119731520317469808e-01 3.664199113754024739e-01 2.622655279767782122e-01 1.783385907930031544e-01 1.137473950727083127e-01
2.027263478572643302e-02 3.002011352390775156e-02 4.376069430452771830e-02 6.416862385236415944e-02 9.946576342815509342e-02 1.626032568369129017e-01 2.609489553149764163e-01 3.855261478184548452e-01 5.336570604334489598e-01 7.212192800841311646e-01 9.098573779865113398e-01 1.000000000000000000e+00 9.697285775761124160e-01 8.626693382911021502e-01 6.967609637876003292e-01 5.222591288042747193e-01 3.861932841108064451e-01 2.740915295314222400e-01 1.749118738445707977e-01 1.024202613676852697e-01
9.913087804844521872e-03 1.842278516406513009e-02 3.492173567486198810e-02 6.549693528626177041e-02 1.170947882357872977e-01 1.921086446681929127e-01 2.860127695830910199e-01 3.993328330586513597e-01 5.395943454790359528e-01 7.041040466217675098e-01 8.798236668115807513e-01 1.000000000000000000e+00 9.769168670311701996e-01 8.455255856493815170e-01 6.742489165066192225e-01 5.075486586743778172e-01 3.646536682158182385e-01 2.486485965675206411e-01 1.635795036886287801e-01 1.068035304563792615e-01
3.789708019349192353e-02 3.816553986817185218e-02 4.407142090840553139e-02 6.132407157247588697e-02 9.636945003530916765e-02 1.555076325476512089e-01 2.460980921940226496e-01 3.795891686916080809e-01 5.572949532920665749e-01 7.440309818969971234e-01 8.895742783673650234e-01 9.801244360769115760e-01 1.000000000000000000e+00 8.979561007659369043e-01 6.979786286603776313e-01 5.071852081941912171e-01 3.711089882032046483e-01 2.709671463566311056e-01 1.895166970190041988e-01 1.268408554240095798e-01
2.141328102826100394e-02 3.636810944327720230e-02 5.694919856401321062e-02 8.074720983805035168e-02 1.115685353110126982e-01 1.652211558582029061e-01 2.588114459217118468e-01 3.929184314132102007e-01 5.513738273580308658e-01 7.260461970948346444e-01 8.956917386577105678e-01 1.000000000000000000e+00 9.924580779437151001e-01 8.789346221685715443e-01 7.098461490132103036e-01 5.363441945174616254e-01 3.831596333116203956e-01 2.628704370788089162e-01 1.781316648944655245e-01 1.226203468676233810e-01
2.262717102939020009e-02 3.244071806311552009e-02 4.863904061395703249e-02 7.438455069755627036e-02 1.135167679562256449e-01 1.716765845636160359e-01 2.590817480161665687e-01 3.847749652590372604e-01 5.341936692891815497e-01 6.919643600404254968e-01 8.746102657918498613e-01 1.000000000000000000e+00 9.569905239240502626e-01 8.203543196689896400e-01 6.620636591143223004e-01 4.983993918418425095e-01 3.490016502909977225e-01 2.365642931086387735e-01 1.673188607239817771e-01 1.287115568933887011e-01
8.265980889905205978e-03 1.428891001530209134e-02 2.602965010876406859e-02 4.809463798809821000e-02 8.672432373880821499e-02 1.486302128492484609e-01 2.424739629492852488e-01 3.770907510375637317e-01 5.406862785865814702e-01 7.124832175411324187e-01 8.884988195026525259e-01 1.000000000000000000e+00 9.731647651238566343e-01 8.397478345479028050e-01 6.616244415634912057e-01 4.968223749159146330e-01 3.636703705101034800e-01 2.567006519885392524e-01 1.766408177676492830e-01 1.221819067614962340e-01
1.457479827026545924e-02 2.700196876037822338e-02 4.889368432387241475e-02 8.401492637118619655e-02 1.345879815585794004e-01 2.010046845385538294e-01 2.836485266644395153e-01 3.905663710598350491e-01 5.341040556170630893e-01 6.991499045005182822e-01 8.500620699541587832e-01 9.669818509208866208e-01 1.000000000000000000e+00 8.744995275867817330e-01 6.616374882451918626e-01 4.958692474858513721e-01 3.798281167653405621e-01 2.649120463403668024e-01 1.637183811796852351e-01 9.768109724574219888e-02
1.195944409199434927e-02 2.190215951042980697e-02 4.153599202943934060e-02 7.931872920226420987e-02 1.460025487965474766e-01 2.391974782778855668e-01 3.231971113961518149e-01 3.935630950763367442e-01 5.164696958985069974e-01 7.050305920854209596e-01 8.932959057294646010e-01 1.000000000000000000e+00 9.497788723639639663e-01 8.082466195267298259e-01 6.704745293416725094e-01 5.167255994031318966e-01 3.445491895130283200e-01 2.165248144361466565e-01 1.532790645767255211e-01 1.373136030705754684e-01
2.127296047030451803e-02 3.954467116012105182e-02 7.057005385807431364e-02 1.134749442369537842e-01 1.559248749584733751e-01 1.900584287555789620e-01 2.350123326531870505e-01 3.221358435542411303e-01 4.758481220781239363e-01 6.928793362786483945e-01 8.979208127754328972e-01 1.000000000000000000e+00 9.811754062628160744e-01 8.334876556031414196e-01 6.413857220798095948e-01 4.914132782569335944e-01 3.594736068931336792e-01 2.322149529891627262e-01 1.363597742776726518e-01 7.805067583020199040e-02
