# id:37d811d8-099d-4021-97e0-030081f0473b
# 20190930_13h:27m
# /home/mweigand/.virtualenvs/ccd/bin/ccd_time -f data/frequencies.dat --times data/times.dat -d data/data.dat -o results_no_time --f_lambda 50 --tm_i_lambda 0 --trho0_lambda 0 --plot
# forward response data format: rre_rmim
4.994736250763652663e+01 4.994014662983162367e+01 4.992928656343284644e+01 4.991037759918927463e+01 4.987512899159846569e+01 4.981229790225545884e+01 4.971184346415809330e+01 4.956129401100281484e+01 4.933240543515503873e+01 4.899775704269934096e+01 4.854534738879092259e+01 4.794748965092820470e+01 4.728212237343836222e+01 4.670751127966090621e+01 4.625332340884916249e+01 4.593124694391918439e+01 4.573265925484079730e+01 4.560600600241869529e+01 4.551945679093004316e+01 4.545928685608555497e+01 2.102963318511102617e-02 3.209133044745619140e-02 5.161933311855548129e-02 8.503593805263441607e-02 1.381746296050456735e-01 2.147071484568975064e-01 3.174542846428374809e-01 4.555168228461978774e-01 6.349545091008880204e-01 8.371721064955348623e-01 1.041945571215940891e+00 1.193837744625347197e+00 1.177630849452733441e+00 1.023887731386727618e+00 8.193428119003942633e-01 5.972843582796080186e-01 4.132454298226151401e-01 2.859619489375461732e-01 1.994557815284375979e-01 1.417517512046810313e-01
4.999524276556633851e+01 4.998250432886484873e+01 4.997130799715674954e+01 4.995442973142116472e+01 4.991852029590964435e+01 4.984302570634665130e+01 4.971352253135736277e+01 4.953194329977076649e+01 4.929471794626184078e+01 4.896617260368724089e+01 4.847467720119244916e+01 4.782617423769141141e+01 4.717324339591874605e+01 4.659045691873522088e+01 4.609995591340478427e+01 4.576324557052264907e+01 4.555015786665180855e+01 4.539733178009952042e+01 4.528987089036527180e+01 4.522591492550159131e+01 4.185379651858500694e-02 4.377533536146344800e-02 5.844025003137471447e-02 9.356533830534942420e-02 1.575443219533279315e-01 2.519541201623151649e-01 3.660965454246113970e-01 4.958113715371936236e-01 6.581787875588741565e-01 8.743854040070512257e-01 1.110701537263451000e+00 1.234821894348324456e+00 1.195674345034755781e+00 1.068450633438460029e+00 8.643369535059880482e-01 6.321956574473244217e-01 4.524633290915197059e-01 3.238512160785487759e-01 2.202163965184267824e-01 1.404577738608689952e-01
4.994224759076966791e+01 4.993195898000267618e+01 4.991694425941435043e+01 4.989735781130388403e+01 4.987159788321616816e+01 4.982797915093231467e+01 4.974037130356880709e+01 4.958536263256972632e+01 4.936072740472903320e+01 4.903728297858955898e+01 4.855144165103829579e+01 4.793443590731262560e+01 4.731550712194563602e+01 4.675853031895332634e+01 4.630187788534493620e+01 4.598359590936168928e+01 4.576331010329178639e+01 4.559844578464707610e+01 4.549433750970246848e+01 4.544355689553928812e+01 2.382793088890838157e-02 3.528486542994887371e-02 5.143518889183050502e-02 7.542214174681595440e-02 1.169094871894651444e-01 1.911196648671113218e-01 3.067126566673998300e-01 4.531374684731707680e-01 6.272467140452445689e-01 8.477024986260132122e-01 1.069422842692872466e+00 1.175374150462433098e+00 1.139793903047666923e+00 1.013959240623893310e+00 8.189548258872368924e-01 6.138498798395748413e-01 4.539216032260361411e-01 3.221600986719443949e-01 2.055868951258546518e-01 1.203821276951834024e-01
4.996984929529691755e+01 4.996783728986894602e+01 4.996345429070775879e+01 4.995226788609086555e+01 4.992403960044627098e+01 4.986276870781738779e+01 4.975622068056292591e+01 4.960004192309664006e+01 4.938013342559251839e+01 4.907374638271806333e+01 4.865213088376343364e+01 4.808957953756901560e+01 4.748057361770084839e+01 4.695602386217758806e+01 4.655099938426810979e+01 4.625965370863951165e+01 4.605634401145170642e+01 4.592309438268199528e+01 4.584218347345309041e+01 4.579321239534288424e+01 1.095434207677938553e-02 2.035788390732920158e-02 3.858985676595733105e-02 7.237662454233115272e-02 1.293942302332884708e-01 2.122874175061189583e-01 3.160550756757269930e-01 4.412780903318661574e-01 5.962724389654433521e-01 7.780619657751970397e-01 9.722388829029025015e-01 1.105038338450508029e+00 1.079530591548400142e+00 9.343381882833852181e-01 7.450709023985297996e-01 5.608607264643185042e-01 4.029562836350907284e-01 2.747662320090236698e-01 1.807616229606411051e-01 1.180219958361655164e-01
4.996880277936455883e+01 4.995456952453418609e+01 4.994272504042821481e+01 4.993014699651497068e+01 4.991074275014457129e+01 4.987540953924969500e+01 4.981324520886330021e+01 4.970623556367782925e+01 4.951986366638217874e+01 4.922316370772225724e+01 4.883047334698656528e+01 4.837784004250698189e+01 4.787847216854012089e+01 4.738443937910782466e+01 4.700442436406759583e+01 4.676288989284194741e+01 4.660073702609800961e+01 4.647882402938088120e+01 4.639169833475533267e+01 4.633645269774414288e+01 3.584105547594500230e-02 3.609495044738160463e-02 4.168042059222136497e-02 5.799706573746490901e-02 9.114113243729474179e-02 1.470708998322880490e-01 2.327465685961982167e-01 3.589953733554422377e-01 5.270601121622897622e-01 7.036651784738714444e-01 8.413123358884466718e-01 9.269498892105826338e-01 9.457471470876007702e-01 8.492394205092909099e-01 6.601112967836679779e-01 4.796689636946872004e-01 3.509752668517469032e-01 2.562664056212522468e-01 1.792348755311884145e-01 1.199593771514078644e-01
4.997750257670205798e+01 4.996815225679476669e+01 4.994952724425068169e+01 4.992074781122619243e+01 4.988628439463960262e+01 4.984387058219553523e+01 4.977293622782715232e+01 4.964079288356273878e+01 4.942764191572022270e+01 4.912398857571660926e+01 4.870610830416041637e+01 4.818105955429009413e+01 4.761802457524579779e+01 4.710497127848150001e+01 4.669913518041107636e+01 4.640411351573138887e+01 4.620230678763395815e+01 4.607296356509134228e+01 4.599174591659173217e+01 4.593848370031522421e+01 2.228121943539560293e-02 3.784220764144848037e-02 5.925750417229467409e-02 8.402011344375678870e-02 1.160907109036451168e-01 1.719180178034249162e-01 2.693017763771439199e-01 4.088444820284578007e-01 5.737225053033322419e-01 7.554748203394900941e-01 9.319965562103396106e-01 1.040532714533055625e+00 1.032685097903032423e+00 9.145602283021494472e-01 7.386181403335515538e-01 5.580836806452994514e-01 3.986901333492305355e-01 2.735252894641038157e-01 1.853518248169307991e-01 1.275904823831530144e-01
5.000957485269381664e+01 4.999998944492804753e+01 4.998625376196245895e+01 4.996492075737820215e+01 4.993115627075354013e+01 4.987890142499227153e+01 4.979754853293370331e+01 4.966157551835097195e+01 4.944159976833450543e+01 4.914315691454268631e+01 4.874024389357465026e+01 4.817539693724822314e+01 4.757705822538495966e+01 4.708694653312949185e+01 4.670062527877696112e+01 4.641125170813224088e+01 4.621828403348792591e+01 4.610320592904020032e+01 4.603114427744197457e+01 4.597508470206145148e+01 2.459429889203987654e-02 3.526100170809388229e-02 5.286755030613141809e-02 8.085128584698267340e-02 1.233855225095272512e-01 1.866015520914159342e-01 2.816054176593847935e-01 4.182259677740217119e-01 5.806346163057090060e-01 7.521213443504857210e-01 9.506458524130800836e-01 1.086936535729305264e+00 1.040187964799779818e+00 8.916730822915825971e-01 7.196211800699890970e-01 5.417285083781647748e-01 3.793426447311075145e-01 2.571303732287557042e-01 1.818649828374988286e-01 1.399012937580252636e-01
4.994006653747605640e+01 4.993872453887978935e+01 4.993641351179662990e+01 4.993134608337636138e+01 4.991951758849382514e+01 4.989445031533769992e+01 4.984725898210299277e+01 4.976079067188584304e+01 4.961288950270613896e+01 4.940038390222000686e+01 4.911149558140670024e+01 4.873156630600651340e+01 4.832769440605483879e+01 4.797658472164172849e+01 4.771009810017715580e+01 4.752379924988233739e+01 4.739156483785080098e+01 4.729990261901371440e+01 4.724041555638007139e+01 4.720158474383141822e+01 6.111339961309341512e-03 1.056431026676017335e-02 1.924466593950885721e-02 3.555811306318439058e-02 6.411844309122095853e-02 1.098877158490432770e-01 1.792698094860948888e-01 2.787968913248290992e-01 3.997490079965215770e-01 5.267647260640246909e-01 6.568994549496236512e-01 7.393363283446238166e-01 7.194960643210303042e-01 6.208560807299952078e-01 4.891629853686135787e-01 3.673188305097884743e-01 2.688747164606688500e-01 1.897881175248776753e-01 1.305969736441255913e-01 9.033352233518977814e-02
4.999520341526683609e+01 4.999203166987066993e+01 4.998458340079581319e+01 4.996808226262775321e+01 4.993607583353603019e+01 4.988207697826018006e+01 4.980163220262451063e+01 4.969080349605705749e+01 4.953159793320865845e+01 4.929665033566354282e+01 4.898345226447160172e+01 4.860066173785329369e+01 4.815128485566835081e+01 4.771464637309659196e+01 4.740930510650382956e+01 4.721704361573425501e+01 4.706290661407939524e+01 4.694380613200175389e+01 4.687790578589100221e+01 4.684750054310512724e+01 1.206038989518065478e-02 2.234365547631815552e-02 4.045866607710130181e-02 6.952087776875595648e-02 1.113691937756259437e-01 1.663278503990296975e-01 2.347141800065805639e-01 3.231868206736845939e-01 4.419617366835577044e-01 5.785342813736928935e-01 7.034114509610129851e-01 8.001605186853085749e-01 8.274824578385736595e-01 7.236330184661816656e-01 5.474934149712717968e-01 4.103231036761562645e-01 3.143011036171807215e-01 2.192100712167728560e-01 1.354740884519184119e-01 8.082939443327549767e-02
4.999213843305512484e+01 4.999069655101516219e+01 4.998784864746021128e+01 4.998044043935501435e+01 4.995899536475324965e+01 4.990440493318767068e+01 4.981021106704370283e+01 4.970747104565684538e+01 4.959463904780066201e+01 4.941779099435940736e+01 4.914729902624866753e+01 4.879279365969676263e+01 4.842358099010971983e+01 4.812787544191583322e+01 4.789345427926986787e+01 4.769690495123472829e+01 4.756913597908251745e+01 4.750884653873869468e+01 4.747824836036684815e+01 4.745012815892045666e+01 8.089185537141394336e-03 1.481428656558799600e-02 2.809431135852493919e-02 5.364997838962207860e-02 9.875389667161886542e-02 1.617895252423475483e-01 2.186055956314647830e-01 2.662000735281008224e-01 3.493322233288960743e-01 4.768719369286815168e-01 6.042117230057134636e-01 6.763847445514873380e-01 6.424159399642995760e-01 5.466856832831905599e-01 4.534987432570459776e-01 3.495053125555016016e-01 2.330478155341917379e-01 1.464540813014512666e-01 1.036756209388194488e-01 9.287682633633551066e-02
