# id:9b877039-3a4d-44b2-b835-722ae1b23531
# 20150730_15h:25m
# /home/mweigand/.local/bin/dd_time.py -f data/frequencies.dat --times data/times.dat -d data/data.dat -o results_time --f_lambda 50 --tmi_first_order --tm_i_lambda 5000 --plot
#covf
1.812499102580417826e-02 2.514298102751725064e-02 3.991053776969621242e-02 6.606503755438036807e-02 1.074022604522394675e-01 1.669953455851076185e-01 2.497528902579280174e-01 3.666960382221397530e-01 5.230984665432431013e-01 7.032860063115232707e-01 8.848369119422574425e-01 1.000000000000000000e+00 9.787132638148174912e-01 8.572493797235550828e-01 6.783626368536241902e-01 4.968652227227322027e-01 3.493001556539492292e-01 2.346267229710028435e-01 1.516721990795267538e-01 9.793936005633763209e-02
2.054781332447617667e-02 2.628320014578658381e-02 4.038628439067835224e-02 6.615082903350630317e-02 1.071884032183023777e-01 1.664877496849883620e-01 2.489535684963874729e-01 3.656719533973634695e-01 5.221001835608356512e-01 7.027704557811078612e-01 8.849349646730008123e-01 1.000000000000000000e+00 9.778019259729722190e-01 8.555513531053142717e-01 6.765858457478723942e-01 4.954721583900392190e-01 3.483322928474965607e-01 2.339993721452053865e-01 1.512931086469801734e-01 9.772274856001725296e-02
1.862275199190099872e-02 2.570449389985737798e-02 4.065207598531572764e-02 6.708376917526875927e-02 1.087139407846563349e-01 1.684776154450359775e-01 2.511988088639613426e-01 3.679630668018841755e-01 5.242726446785962446e-01 7.045935014904199933e-01 8.858616209483988202e-01 1.000000000000000000e+00 9.778107772989576008e-01 8.561222525438968445e-01 6.782733777031229039e-01 4.983270205509266471e-01 3.516423756005420120e-01 2.370493416508460682e-01 1.537786238666274952e-01 9.966596705298012837e-02
1.940082425034679245e-02 2.678936724266683250e-02 4.228542549220833807e-02 6.956622121481248477e-02 1.122814668025945151e-01 1.731131642050825759e-01 2.565748791672415874e-01 3.735823629466974438e-01 5.294769212112250267e-01 7.084415331312837738e-01 8.874141247882706418e-01 1.000000000000000000e+00 9.783088134091832977e-01 8.576172005453406300e-01 6.812407692907249679e-01 5.028868617191556423e-01 3.568896889592323984e-01 2.419968666507990585e-01 1.579344399232265328e-01 1.029991046753690048e-01
2.056319507750845738e-02 2.818456129724422610e-02 4.423877309408198039e-02 7.241572747851780789e-02 1.162287980020143691e-01 1.780090083061137418e-01 2.618914931846483274e-01 3.786428084882734191e-01 5.336283095744045468e-01 7.110838526717097041e-01 8.880503250910832813e-01 1.000000000000000000e+00 9.803723160320948482e-01 8.618798034721620871e-01 6.871714351335354021e-01 5.099967114800373347e-01 3.641661759774937335e-01 2.484992312320573882e-01 1.632535122143786988e-01 1.072048185249889901e-01
2.063952782351857751e-02 2.815026445017402082e-02 4.403657202824595024e-02 7.188292699163292832e-02 1.150310576388363926e-01 1.756133757322253797e-01 2.576687293866053996e-01 3.721611323662601389e-01 5.255598393185061390e-01 7.041909804158247299e-01 8.851363551138664576e-01 1.000000000000000000e+00 9.783329646270244595e-01 8.551183918898876968e-01 6.779997235992566429e-01 5.014406053604979485e-01 3.575313664176572592e-01 2.441210994415672908e-01 1.607822827725176040e-01 1.059892964993105063e-01
3.053926284493620191e-02 3.351874944747366969e-02 4.745859102061324164e-02 7.470855595156572493e-02 1.178333256859542683e-01 1.783010749372693493e-01 2.596344912138482397e-01 3.727255536278590298e-01 5.247480007504252697e-01 7.033409009701951931e-01 8.853522823215043136e-01 1.000000000000000000e+00 9.750430466956089282e-01 8.477487468905714474e-01 6.701974997395667710e-01 4.962415353008237107e-01 3.551798781136922267e-01 2.438748915039641307e-01 1.617547645611352169e-01 1.074894982089417139e-01
2.402292467997145173e-02 3.272320055469204320e-02 5.083647121975828215e-02 8.214938975021143786e-02 1.296511391520810963e-01 1.942431442782120987e-01 2.784386728730277594e-01 3.925409095750003741e-01 5.432079964049574272e-01 7.170900665859640810e-01 8.910908311475309596e-01 1.000000000000000000e+00 9.773640383073700644e-01 8.561096873990119427e-01 6.848081746523869695e-01 5.151684603695101394e-01 3.749114196864831716e-01 2.614372911497936380e-01 1.759597546350176733e-01 1.186086894630039995e-01
2.520352831055898760e-02 3.413475327825678252e-02 5.282509680584588502e-02 8.506101679379006464e-02 1.336256171542486437e-01 1.988693824614624905e-01 2.826392907762089179e-01 3.950575319732942403e-01 5.435015657690733804e-01 7.160226048406693744e-01 8.900260501966457127e-01 1.000000000000000000e+00 9.783067070321590508e-01 8.565500094619807880e-01 6.850281448825165098e-01 5.161214616696746527e-01 3.766961728058833003e-01 2.637997010272667975e-01 1.785608584690053791e-01 1.211780807347396516e-01
2.685344708281540982e-02 3.646634266492256027e-02 5.637128707761921570e-02 9.047959921841346176e-02 1.413878025082560552e-01 2.087562316838282028e-01 2.935859354148280809e-01 4.057531873796011990e-01 5.529742865159603671e-01 7.234740477395632530e-01 8.940375893163791110e-01 1.000000000000000000e+00 9.764363583605807362e-01 8.554853871195378101e-01 6.873054936870780507e-01 5.219860069688494475e-01 3.843610646013744803e-01 2.715532417790418873e-01 1.854976892845207892e-01 1.270782777863016244e-01
2.721418643628991871e-02 3.667639369808935873e-02 5.645783878337414657e-02 9.034278266398734769e-02 1.407173056245189513e-01 2.069887060809911250e-01 2.900621190692761475e-01 4.000840174981841191e-01 5.458163072716176734e-01 7.172386847947681554e-01 8.911126407824166984e-01 1.000000000000000000e+00 9.762825631364693280e-01 8.530036180456036510e-01 6.832914375388056127e-01 5.180247919450253757e-01 3.812562858414829670e-01 2.695466274406695950e-01 1.844390622104021826e-01 1.266553832525042222e-01
